Dte;Barri;AEB;SC;Electors;Votants;Abstencio;Nuls;Votsvalids;Blancs;TriasxBCN;PSC-CP;BCOMU-C;ERC-AM;PP;VOX;CUP-AMUNT;VALENTS;Cs;PACMA;BCNETSTU;EV-AV;EB;NOVAPRIMARIES;PC-LV;FNC;PCTC;AIREs-LaIzquierda;PH;PFiV;UNIDOSSI;SOMI;JES-UEP;PTDCERV;Partitmesvotat
6;30;120;22;937;524;413;2;522;6;112;52;142;54;25;63;32;10;4;3;10;1;1;0;0;2;1;1;0;0;0;0;0;3;BCOMU-C
6;30;120;23;1031;746;285;5;741;7;253;113;102;102;60;24;26;19;11;5;10;0;5;1;1;2;0;0;0;0;0;0;0;0;TriasxBCN
6;30;120;24;1220;777;443;4;773;5;238;127;166;94;39;32;26;24;3;1;7;0;3;2;0;2;1;0;1;1;0;1;0;0;TriasxBCN
6;30;120;25;1087;725;362;5;720;6;283;87;130;72;43;21;38;8;4;4;9;4;0;9;0;0;1;0;1;0;0;0;0;0;TriasxBCN
6;30;120;26;769;479;290;0;479;4;136;53;102;61;44;17;20;13;4;5;11;1;2;2;0;1;0;3;0;0;0;0;0;0;TriasxBCN
6;30;120;27;867;551;316;4;547;4;186;68;82;62;49;26;28;15;3;3;12;2;3;1;0;1;0;0;1;1;0;0;0;0;TriasxBCN
6;31;121;28;880;586;294;7;579;2;132;87;158;66;32;18;43;15;2;6;6;2;2;0;1;3;0;3;0;1;0;0;0;0;BCOMU-C
6;31;121;29;980;643;337;4;639;12;167;93;165;87;38;17;30;7;3;6;2;1;3;1;2;3;1;0;0;0;0;0;1;0;TriasxBCN
6;31;121;30;876;538;338;2;536;6;97;61;185;72;25;11;47;6;4;8;4;1;1;4;0;3;0;1;0;0;0;0;0;0;BCOMU-C
6;31;121;31;755;518;237;6;512;8;131;33;167;68;26;3;44;10;2;5;6;1;2;2;2;0;1;1;0;0;0;0;0;0;BCOMU-C
6;31;121;32;815;521;294;10;511;1;125;73;147;62;15;11;50;7;0;3;8;3;1;2;1;2;0;0;0;0;0;0;0;0;BCOMU-C
6;31;122;33;893;580;313;1;579;6;114;78;178;93;19;8;55;4;5;8;5;1;0;1;1;0;0;1;0;1;0;0;1;0;BCOMU-C
6;31;122;34;810;500;310;5;495;4;139;61;130;53;26;12;34;5;1;4;15;2;0;1;0;1;6;1;0;0;0;0;0;0;TriasxBCN
6;31;122;35;789;516;273;1;515;7;158;72;127;64;27;12;30;10;1;1;4;0;0;0;0;1;0;0;1;0;0;0;0;0;TriasxBCN
6;31;122;36;1000;639;361;5;634;10;199;66;130;92;44;14;47;11;7;1;3;2;2;4;1;0;1;0;0;0;0;0;0;0;TriasxBCN
6;31;123;37;725;489;236;10;479;8;131;62;125;45;39;15;30;1;3;3;3;3;2;6;1;0;1;0;0;0;0;0;1;0;TriasxBCN
6;31;123;38;1003;647;356;7;640;3;164;60;206;65;28;30;50;12;4;7;6;0;2;2;0;0;0;0;0;0;0;0;1;0;BCOMU-C
6;31;123;39;1023;655;368;4;651;5;141;69;210;91;21;15;54;12;4;10;9;0;1;0;0;3;1;0;1;3;1;0;0;0;BCOMU-C
6;31;124;40;1093;720;373;2;718;4;206;97;175;87;53;25;36;10;4;6;6;3;2;2;0;0;1;1;0;0;0;0;0;0;TriasxBCN
6;31;124;41;1156;767;389;9;758;6;246;101;200;85;20;21;43;15;5;4;6;0;2;1;2;1;0;0;0;0;0;0;0;0;TriasxBCN
6;31;124;42;1065;759;306;6;753;3;248;103;204;70;32;15;43;12;4;9;1;3;2;1;0;3;0;0;0;0;0;0;0;0;TriasxBCN
6;31;125;43;745;508;237;5;503;1;151;71;120;62;36;20;23;2;4;4;2;1;2;0;0;2;2;0;0;0;0;0;0;0;TriasxBCN
6;31;125;44;1016;680;336;6;674;7;232;66;148;61;56;32;35;13;3;4;11;3;1;0;1;0;0;0;0;0;0;0;0;1;TriasxBCN
6;31;126;45;780;505;275;2;503;1;129;64;152;49;32;16;32;10;2;3;8;1;1;0;0;1;0;1;0;1;0;0;0;0;BCOMU-C
6;31;126;46;732;459;273;6;453;3;125;36;145;58;11;15;35;7;5;6;1;0;0;2;0;1;2;0;0;1;0;0;0;0;BCOMU-C
6;31;126;47;759;489;270;7;482;22;83;51;178;54;16;9;43;4;3;5;5;3;0;3;0;3;0;0;0;0;0;0;0;0;BCOMU-C
6;31;126;48;847;517;330;6;511;7;101;69;164;74;23;9;36;4;6;9;2;1;2;2;0;0;1;0;0;0;1;0;0;0;BCOMU-C
6;31;127;49;695;450;245;4;446;4;125;45;129;59;29;3;22;6;2;3;5;5;0;4;1;2;1;0;0;1;0;0;0;0;BCOMU-C
6;31;127;50;803;507;296;6;501;2;104;45;184;57;25;15;36;6;3;10;4;2;1;4;0;1;0;0;1;0;0;1;0;0;BCOMU-C
6;31;127;51;770;515;255;9;506;6;130;64;166;58;12;10;39;6;2;5;1;1;0;4;1;0;0;1;0;0;0;0;0;0;BCOMU-C
6;31;128;52;1008;695;313;6;689;8;127;60;253;111;23;4;61;14;2;9;4;1;3;5;0;2;1;1;0;0;0;0;0;0;BCOMU-C
6;31;128;53;990;641;349;3;638;6;124;83;232;84;22;7;58;0;4;4;2;2;1;3;1;1;2;1;0;0;1;0;0;0;BCOMU-C
6;31;128;54;1023;662;361;7;655;8;131;64;246;90;19;5;68;6;1;6;6;0;1;0;1;2;0;0;1;0;0;0;0;0;BCOMU-C
6;31;129;55;962;609;353;4;605;5;142;85;180;88;24;11;49;1;1;7;2;4;0;0;4;0;1;0;0;1;0;0;0;0;BCOMU-C
6;31;129;56;1014;616;398;6;610;9;118;83;229;63;12;9;59;4;4;3;5;1;3;1;1;1;4;0;0;0;1;0;0;0;BCOMU-C
6;31;129;57;983;591;392;8;583;4;123;70;192;67;25;16;59;6;2;8;3;1;1;2;2;0;1;0;1;0;0;0;0;0;BCOMU-C
6;31;129;58;1108;740;368;10;730;10;159;104;236;91;25;14;50;9;6;15;7;0;1;2;0;1;0;0;0;0;0;0;0;0;BCOMU-C
6;31;129;59;1020;727;293;8;719;16;155;87;239;80;32;13;67;6;2;10;4;2;2;0;1;0;0;1;2;0;0;0;0;0;BCOMU-C
6;31;130;60;1161;690;471;13;677;4;157;74;223;77;23;13;67;8;6;6;7;2;3;4;0;0;1;1;0;0;0;0;0;1;BCOMU-C
6;31;130;61;923;550;373;3;547;2;117;66;159;82;17;10;64;7;6;2;4;0;1;4;1;4;0;0;0;0;0;0;1;0;BCOMU-C
6;31;130;62;883;601;282;8;593;4;139;51;201;80;19;12;51;8;7;5;4;3;1;4;2;0;2;0;0;0;0;0;0;0;BCOMU-C
6;31;130;63;974;624;350;6;618;9;120;77;212;79;19;15;45;11;8;8;4;3;2;2;0;2;1;0;1;0;0;0;0;0;BCOMU-C
6;32;131;64;1359;967;392;17;950;6;247;123;243;135;53;35;49;13;14;12;3;3;3;4;1;2;1;0;0;0;2;0;0;1;TriasxBCN
6;32;131;65;835;562;273;5;557;6;172;68;134;59;34;24;31;8;7;2;7;1;0;2;0;1;1;0;0;0;0;0;0;0;TriasxBCN
6;32;131;66;684;435;249;3;432;2;116;71;104;47;30;21;24;5;3;2;5;1;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
6;32;131;67;1199;812;387;5;807;5;200;109;254;106;25;27;36;9;5;9;10;3;1;2;2;2;0;1;0;0;1;0;0;0;BCOMU-C
6;32;131;68;1074;676;398;5;671;6;189;93;196;63;30;19;52;4;5;4;4;0;2;3;0;1;0;0;0;0;0;0;0;0;BCOMU-C
6;32;131;69;723;458;265;7;451;6;117;58;139;49;27;16;18;6;4;7;2;0;1;1;0;0;0;0;0;0;0;0;0;0;BCOMU-C
6;32;131;70;1253;772;481;14;758;11;202;101;195;88;60;26;35;16;3;8;6;1;1;3;1;0;0;1;0;0;0;0;0;0;TriasxBCN
6;32;132;71;784;528;256;2;526;5;136;90;128;63;27;17;28;13;9;0;3;3;1;1;1;1;0;0;0;0;0;0;0;0;TriasxBCN
6;32;132;72;1189;826;363;12;814;9;264;119;182;97;58;17;19;15;7;7;9;1;5;3;0;1;1;0;0;0;0;0;0;0;TriasxBCN
6;32;132;73;968;641;327;7;634;6;151;104;150;96;44;24;20;11;6;9;6;0;4;0;1;1;0;0;0;0;0;1;0;0;TriasxBCN
6;32;132;74;749;473;276;9;464;10;124;54;123;66;27;10;25;10;5;0;1;0;3;2;2;2;0;0;0;0;0;0;0;0;TriasxBCN
6;32;132;75;824;559;265;5;554;3;186;64;129;76;23;20;20;7;2;7;7;1;3;4;0;1;0;0;0;1;0;0;0;0;TriasxBCN
6;32;132;76;942;618;324;4;614;4;216;58;135;80;43;9;30;10;9;0;5;2;2;8;0;1;1;0;1;0;0;0;0;0;TriasxBCN
6;32;133;77;796;519;277;8;511;3;128;65;140;70;29;24;27;6;3;6;5;3;1;0;0;0;1;0;0;0;0;0;0;0;BCOMU-C
6;32;133;78;898;614;284;8;606;8;141;79;180;87;24;11;46;7;2;4;5;4;1;3;1;1;0;0;2;0;0;0;0;0;BCOMU-C
6;32;133;79;789;539;250;9;530;9;102;78;163;62;41;25;20;9;7;5;4;0;2;2;0;0;0;0;0;0;0;1;0;0;BCOMU-C
6;32;133;80;844;570;274;11;559;5;137;81;136;84;39;23;31;8;3;5;1;2;1;0;0;2;0;0;0;1;0;0;0;0;TriasxBCN
6;32;133;81;903;578;325;5;573;7;149;81;153;65;29;16;29;11;3;6;14;2;1;0;2;3;0;0;0;1;0;0;1;0;BCOMU-C
6;32;134;82;1642;946;696;13;933;18;227;118;266;114;48;25;55;21;5;9;10;2;6;1;2;2;0;2;0;0;1;0;1;0;BCOMU-C
6;32;134;83;1271;889;382;6;883;3;265;131;179;116;58;20;61;16;4;11;8;3;2;2;2;0;0;0;1;1;0;0;0;0;TriasxBCN
6;32;134;84;1024;694;330;3;691;8;166;106;167;88;31;26;58;6;2;10;12;2;1;5;2;0;0;0;0;0;0;1;0;0;BCOMU-C
6;32;134;85;931;660;271;2;658;8;226;80;137;94;35;9;32;10;2;5;10;2;2;3;0;1;0;0;0;1;0;0;1;0;TriasxBCN
6;32;134;86;740;522;218;2;520;3;210;53;110;52;26;19;22;1;1;6;5;2;3;2;1;2;0;0;0;0;2;0;0;0;TriasxBCN
6;32;134;87;1427;1040;387;12;1028;8;310;167;180;134;85;33;58;10;10;7;14;4;0;2;2;2;1;0;0;0;1;0;0;0;TriasxBCN
6;32;134;88;937;662;275;4;658;4;179;90;160;100;32;13;39;6;6;3;12;1;4;3;1;4;0;0;1;0;0;0;0;0;TriasxBCN
7;33;135;1;1242;780;462;8;772;9;208;107;170;106;71;22;28;21;7;6;7;4;1;1;0;1;0;2;0;0;0;0;1;0;TriasxBCN
7;33;135;2;867;563;304;2;561;8;119;89;147;63;44;23;23;12;7;7;5;4;2;0;1;1;2;0;0;0;0;2;2;0;BCOMU-C
7;33;135;3;882;552;330;8;544;10;148;81;130;66;32;28;24;6;4;2;2;3;3;2;2;0;0;1;0;0;0;0;0;0;TriasxBCN
7;33;135;4;1040;642;398;5;637;7;139;149;124;79;52;18;31;9;3;8;5;6;2;1;1;0;0;0;0;0;1;2;0;0;PSC-CP
7;33;135;5;1033;630;403;3;627;10;160;104;125;69;53;37;25;21;0;5;8;4;3;1;1;0;0;1;0;0;0;0;0;0;TriasxBCN
7;33;135;6;738;493;245;5;488;4;111;82;105;77;39;23;15;12;5;9;3;1;0;1;0;0;0;0;0;1;0;0;0;0;TriasxBCN
7;33;135;7;1047;590;457;5;585;4;144;88;141;75;41;22;27;4;3;5;22;1;2;2;0;4;0;0;0;0;0;0;0;0;TriasxBCN
7;33;135;8;1089;676;413;11;665;4;150;131;137;83;51;20;37;11;6;10;9;1;1;7;0;3;3;0;1;0;0;0;0;0;TriasxBCN
7;33;136;9;849;485;364;1;484;5;81;79;133;71;31;26;28;8;4;5;3;2;2;2;1;0;2;0;1;0;0;0;0;0;BCOMU-C
7;33;136;10;902;541;361;6;535;9;128;99;119;74;30;26;26;4;4;8;2;1;0;0;0;4;0;1;0;0;0;0;0;0;TriasxBCN
7;33;136;11;747;409;338;6;403;8;84;87;75;56;26;17;16;8;4;8;5;2;1;0;3;0;0;0;0;0;1;2;0;0;PSC-CP
7;33;136;12;1075;642;433;10;632;7;117;131;137;81;51;45;29;14;4;4;3;4;0;1;0;2;0;1;0;0;0;0;1;0;BCOMU-C
7;33;136;13;950;640;310;11;629;10;163;123;113;69;58;34;24;12;6;4;5;2;3;2;0;0;0;1;0;0;0;0;0;0;TriasxBCN
7;33;137;14;614;343;271;3;340;2;58;67;64;55;36;18;14;8;4;8;3;0;1;0;0;0;1;0;0;0;0;1;0;0;PSC-CP
7;33;137;15;1010;564;446;3;561;4;110;106;125;73;51;31;31;8;2;15;3;2;0;0;0;0;0;0;0;0;0;0;0;0;BCOMU-C
7;33;137;16;1018;653;365;7;646;3;137;152;98;91;63;31;34;9;12;1;5;3;2;1;0;1;0;0;0;0;0;3;0;0;PSC-CP
7;33;137;17;1223;726;497;7;719;8;146;104;180;90;54;35;59;9;6;12;6;5;1;0;0;2;1;1;0;0;0;0;0;0;BCOMU-C
7;33;137;18;1175;679;496;5;674;7;194;100;154;82;35;16;46;11;1;10;10;0;1;2;0;2;0;0;0;2;0;1;0;0;TriasxBCN
7;33;137;19;1098;709;389;8;701;12;188;107;154;121;30;14;29;8;8;9;5;4;2;6;0;3;0;1;0;0;0;0;0;0;TriasxBCN
7;34;138;20;1131;667;464;6;661;5;164;111;145;90;53;16;26;18;4;10;8;2;2;2;0;3;0;0;1;0;1;0;0;0;TriasxBCN
7;34;138;21;811;546;265;4;542;9;118;132;107;49;41;21;26;12;5;4;11;0;1;2;0;2;1;1;0;0;0;0;0;0;PSC-CP
7;34;138;22;853;492;361;4;488;5;91;114;102;42;34;30;20;17;4;8;7;2;6;3;1;1;0;0;0;1;0;0;0;0;PSC-CP
7;34;138;23;914;530;384;6;524;6;75;141;96;64;34;36;30;6;4;8;13;3;3;0;1;0;0;1;1;1;1;0;0;0;PSC-CP
7;34;138;24;1079;621;458;3;618;4;127;104;149;102;29;20;35;12;4;7;12;2;4;1;0;3;2;0;1;0;0;0;0;0;BCOMU-C
7;34;138;25;988;553;435;5;548;3;127;105;115;67;33;25;34;6;6;13;9;1;2;1;1;0;0;0;0;0;0;0;0;0;TriasxBCN
7;34;138;26;813;474;339;6;468;9;101;90;85;61;32;26;37;5;5;6;3;2;1;1;2;0;1;1;0;0;0;0;0;0;TriasxBCN
7;35;139;27;1406;845;561;12;833;14;148;139;229;108;49;57;38;11;7;8;6;6;1;2;0;1;4;4;1;0;0;0;0;0;BCOMU-C
7;35;139;28;1008;582;426;10;572;1;112;84;135;69;41;34;35;22;6;11;12;4;2;0;2;0;1;1;0;0;0;0;0;0;BCOMU-C
7;35;139;29;966;589;377;10;579;7;121;86;134;85;42;26;37;14;7;8;4;0;3;1;0;1;0;2;0;0;0;0;0;1;BCOMU-C
7;35;139;30;987;528;459;5;523;13;109;129;99;61;38;19;26;8;6;4;5;3;0;0;0;0;1;1;1;0;0;0;0;0;PSC-CP
7;35;140;31;1064;581;483;8;573;9;113;106;126;96;27;32;34;7;6;5;5;3;1;1;1;0;0;1;0;0;0;0;0;0;BCOMU-C
7;35;140;32;1049;647;402;9;638;5;93;110;176;98;51;37;27;7;7;8;6;4;0;2;3;1;2;0;0;1;0;0;0;0;BCOMU-C
7;35;140;33;1078;686;392;4;682;9;152;121;151;107;38;16;52;18;6;3;2;2;1;1;0;1;2;0;0;0;0;0;0;0;TriasxBCN
7;35;140;34;1291;840;451;8;832;14;210;142;179;109;49;31;53;10;10;12;6;2;1;0;1;1;1;0;0;0;1;0;0;0;TriasxBCN
7;35;140;35;1309;860;449;6;854;11;196;157;194;139;46;28;39;11;8;11;4;2;0;0;2;4;0;1;0;0;0;1;0;0;TriasxBCN
7;35;140;36;1059;681;378;7;674;12;144;140;134;90;43;27;30;17;13;13;5;4;1;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
7;35;140;37;1082;705;377;10;695;8;151;126;148;106;53;35;30;12;5;9;9;0;0;1;1;0;0;1;0;0;0;0;0;0;TriasxBCN
7;35;140;38;975;592;383;8;584;6;83;138;134;75;43;33;33;14;6;12;4;1;1;1;0;0;0;0;0;0;0;0;0;0;PSC-CP
7;35;141;39;1172;719;453;7;712;8;156;128;164;115;35;26;27;7;9;8;6;2;4;7;0;4;5;0;0;0;0;0;0;1;BCOMU-C
7;35;141;40;1039;590;449;5;585;7;113;109;135;85;35;21;33;7;3;12;9;3;5;2;1;4;0;0;0;0;0;1;0;0;BCOMU-C
7;35;141;41;921;347;574;8;339;5;87;57;74;43;24;10;20;4;4;5;4;0;0;0;0;0;2;0;0;0;0;0;0;0;TriasxBCN
7;35;142;42;1149;859;290;5;854;7;152;157;212;107;71;44;41;13;8;21;8;1;1;2;2;1;1;2;0;2;0;0;0;1;BCOMU-C
7;35;142;43;1023;634;389;15;619;9;133;94;155;80;57;19;40;7;2;7;8;3;2;0;0;1;0;0;0;2;0;0;0;0;BCOMU-C
7;35;142;44;1035;603;432;5;598;2;126;101;126;105;43;33;36;5;4;3;7;0;2;1;0;2;0;0;0;0;0;0;0;2;TriasxBCN
7;35;142;45;1121;672;449;6;666;8;151;104;152;101;50;17;38;11;9;7;8;1;4;1;2;1;0;0;1;0;0;0;0;0;BCOMU-C
7;35;142;46;969;547;422;6;541;5;95;128;118;72;46;22;21;9;9;6;4;0;2;0;0;1;2;0;1;0;0;0;0;0;PSC-CP
7;35;143;47;1084;562;522;7;555;5;101;88;138;95;36;27;32;9;7;4;6;1;0;1;1;1;1;0;0;1;1;0;0;0;BCOMU-C
7;35;143;48;968;611;357;8;603;6;118;104;133;91;57;26;27;3;5;3;11;6;4;2;2;1;1;1;1;0;1;0;0;0;BCOMU-C
7;35;143;49;897;527;370;2;525;6;108;87;107;82;49;19;21;10;8;10;8;6;2;0;0;0;0;0;0;0;0;0;1;1;TriasxBCN
7;35;143;50;814;439;375;11;428;3;82;90;95;47;30;18;29;13;3;5;3;1;2;4;0;2;1;0;0;0;0;0;0;0;BCOMU-C
7;35;143;51;1258;691;567;7;684;8;120;128;176;86;39;25;33;13;10;17;14;2;3;1;4;3;0;0;0;1;1;0;0;0;BCOMU-C
7;36;144;52;999;622;377;8;614;12;191;94;115;80;35;21;33;12;3;5;6;3;2;1;0;0;0;0;1;0;0;0;0;0;TriasxBCN
7;36;144;53;1126;760;366;5;755;8;168;145;160;119;48;22;26;15;10;7;8;5;3;5;0;3;1;1;0;1;0;0;0;0;TriasxBCN
7;36;144;54;1256;878;378;13;865;14;258;138;161;90;62;33;40;25;12;4;13;3;5;1;1;1;0;0;3;0;1;0;0;0;TriasxBCN
7;36;145;55;979;676;303;9;667;14;221;101;90;91;52;28;30;16;6;7;7;2;0;0;0;0;0;0;0;2;0;0;0;0;TriasxBCN
7;36;145;56;925;558;367;6;552;3;127;116;125;59;36;18;22;12;2;5;16;2;4;2;0;2;0;0;0;1;0;0;0;0;TriasxBCN
7;36;145;57;1155;727;428;13;714;13;137;144;149;77;60;34;45;15;6;6;14;2;2;2;1;0;1;3;3;0;0;0;0;0;BCOMU-C
7;36;145;58;1069;658;411;10;648;14;130;158;109;67;53;33;22;22;7;6;13;4;4;2;1;1;1;1;0;0;0;0;0;0;PSC-CP
7;37;146;59;959;454;505;7;447;4;46;117;83;46;37;38;21;15;13;13;13;0;0;0;0;0;0;1;0;0;0;0;0;0;PSC-CP
7;37;146;60;1370;656;714;2;654;10;62;187;125;56;54;44;32;15;12;15;25;8;2;1;1;1;0;2;1;0;0;0;1;0;PSC-CP
7;37;147;61;889;493;396;5;488;6;51;155;47;41;63;58;17;14;10;7;9;4;0;3;0;1;1;0;0;0;0;1;0;0;PSC-CP
7;37;147;62;935;555;380;8;547;11;57;176;77;64;49;49;18;13;8;7;10;3;0;0;4;0;0;0;0;0;0;1;0;0;PSC-CP
7;37;147;63;1014;489;525;8;481;10;27;176;66;36;45;47;10;17;7;7;24;3;0;0;0;0;3;0;2;0;0;1;0;0;PSC-CP
7;37;147;64;1202;534;668;11;523;6;44;171;80;36;65;46;8;14;8;12;20;1;4;1;2;0;3;0;0;0;2;0;0;0;PSC-CP
7;37;147;65;1072;482;590;1;481;1;37;172;70;42;47;41;14;16;4;11;14;5;0;0;3;0;1;1;0;0;0;2;0;0;PSC-CP
7;37;147;66;1164;573;591;4;569;4;35;188;91;50;70;62;6;13;9;10;18;0;6;0;1;1;0;1;0;0;0;3;0;1;PSC-CP
7;37;147;67;1019;518;501;10;508;1;42;156;83;35;62;57;20;16;5;7;15;1;3;0;1;0;1;1;0;0;1;0;1;0;PSC-CP
7;37;147;68;863;263;600;3;260;1;32;89;44;16;27;25;5;3;3;5;4;0;0;0;0;0;0;2;3;0;0;1;0;0;PSC-CP
7;37;147;69;973;500;473;2;498;1;33;191;52;38;70;57;7;8;15;10;12;1;1;0;2;0;0;0;0;0;0;0;0;0;PSC-CP
7;37;147;70;967;520;447;5;515;3;64;168;95;41;50;40;8;7;8;8;6;2;1;0;0;2;1;3;4;1;0;1;2;0;PSC-CP
7;37;148;71;1026;573;453;1;572;5;46;182;89;47;78;51;14;21;9;16;7;4;1;0;1;0;1;0;0;0;0;0;0;0;PSC-CP
7;37;148;72;1028;550;478;2;548;2;65;150;101;66;55;38;14;8;10;11;15;3;1;0;4;2;1;0;1;1;0;0;0;0;PSC-CP
7;37;148;73;802;436;366;7;429;0;40;154;60;44;59;35;11;3;6;4;7;3;0;1;0;0;0;0;1;1;0;0;0;0;PSC-CP
7;37;148;74;1190;611;579;8;603;6;56;202;100;68;52;48;24;9;4;5;10;2;0;0;3;3;4;1;1;1;0;2;1;1;PSC-CP
7;37;148;75;837;424;413;6;418;6;37;153;56;46;38;25;19;15;5;6;1;1;3;0;5;0;1;0;0;0;0;1;0;0;PSC-CP
7;37;148;76;969;519;450;0;519;5;50;194;82;45;52;38;8;14;6;4;6;4;1;1;1;0;0;0;0;0;1;7;0;0;PSC-CP
7;37;148;77;947;467;480;4;463;4;32;161;59;39;47;57;15;10;13;11;10;0;0;0;2;0;1;0;1;0;1;0;0;0;PSC-CP
7;37;148;78;952;477;475;9;468;8;53;170;58;34;48;49;6;12;9;6;7;3;0;0;1;0;0;0;0;0;0;4;0;0;PSC-CP
7;37;148;79;1008;529;479;5;524;2;38;164;80;32;74;76;16;11;6;11;4;4;2;0;1;1;0;0;1;1;0;0;0;0;PSC-CP
7;37;148;80;1200;636;564;3;633;10;69;182;99;70;63;71;11;18;11;11;11;1;0;0;1;1;3;0;0;0;0;0;0;1;PSC-CP
7;38;149;81;1457;823;634;7;816;14;92;274;116;73;85;70;24;16;11;13;12;6;2;0;1;0;1;1;1;0;0;3;0;1;PSC-CP
7;38;149;82;918;429;489;4;425;7;46;121;73;45;36;36;9;9;7;9;9;3;3;3;1;0;1;0;0;0;0;7;0;0;PSC-CP
7;38;149;83;964;461;503;6;455;10;39;134;91;47;49;43;13;2;1;8;11;1;2;0;0;2;1;0;0;0;0;1;0;0;PSC-CP
7;38;149;84;931;464;467;5;459;7;45;124;123;32;44;23;10;7;8;10;6;2;1;0;1;0;1;1;1;0;0;12;0;1;PSC-CP
7;38;149;85;929;499;430;3;496;7;50;147;86;57;25;59;18;6;6;12;4;2;5;0;3;1;0;0;0;0;2;6;0;0;PSC-CP
7;38;149;86;965;508;457;3;505;7;45;145;76;55;62;48;26;12;2;9;6;1;0;1;0;0;1;0;0;1;0;8;0;0;PSC-CP
7;38;149;87;1180;628;552;5;623;8;68;209;103;57;60;57;17;14;7;4;6;3;2;1;1;0;0;0;0;0;0;6;0;0;PSC-CP
7;38;149;88;1156;628;528;13;615;7;73;167;134;61;49;59;11;21;15;5;5;4;1;0;0;0;2;0;0;0;0;1;0;0;PSC-CP
7;39;150;89;1037;568;469;7;561;3;85;109;140;60;77;35;17;8;7;6;10;1;0;0;1;0;0;1;0;1;0;0;0;0;BCOMU-C
7;39;150;90;1088;557;531;9;548;7;49;164;92;58;47;65;21;9;4;11;8;1;4;1;1;2;2;1;0;1;0;0;0;0;PSC-CP
7;39;150;91;886;488;398;6;482;4;59;124;87;60;43;48;22;8;8;9;3;0;3;0;2;0;0;0;0;0;2;0;0;0;PSC-CP
7;39;150;92;925;404;521;4;400;2;27;110;72;49;54;35;13;7;5;11;5;0;1;0;2;2;1;1;0;0;2;1;0;0;PSC-CP
7;39;150;93;1174;677;497;9;668;10;89;212;111;69;65;54;17;8;3;11;6;2;0;0;3;0;2;1;1;2;1;1;0;0;PSC-CP
7;40;151;94;922;466;456;4;462;3;68;92;112;59;45;27;25;6;1;9;8;1;0;2;1;2;1;0;0;0;0;0;0;0;BCOMU-C
7;40;151;95;1110;615;495;11;604;8;109;126;129;64;42;45;41;10;9;6;5;0;2;5;1;0;2;0;0;0;0;0;0;0;BCOMU-C
7;40;151;96;1029;590;439;6;584;9;83;130;86;105;51;46;17;11;9;17;3;3;4;1;2;2;1;0;2;0;2;0;0;0;PSC-CP
7;40;151;97;696;323;373;6;317;4;61;67;60;37;26;25;13;6;6;5;3;3;0;0;0;0;0;0;0;1;0;0;0;0;PSC-CP
7;41;152;98;1673;1170;503;14;1156;19;230;277;189;132;115;58;39;32;16;10;21;4;8;3;0;1;0;0;0;0;0;0;2;0;PSC-CP
7;41;152;99;871;597;274;8;589;0;116;132;99;59;66;35;27;8;16;7;13;3;3;2;1;0;1;1;0;0;0;0;0;0;PSC-CP
7;41;152;100;904;566;338;4;562;8;74;138;86;55;106;43;9;7;12;9;7;0;0;3;2;0;2;0;0;0;0;0;0;1;PSC-CP
7;41;152;101;1140;652;488;9;643;6;91;170;103;80;80;53;14;15;11;10;3;1;3;0;0;0;0;0;1;0;1;1;0;0;PSC-CP
7;42;153;102;480;284;196;0;284;9;43;48;79;41;10;13;21;5;2;4;2;0;3;0;3;0;0;0;0;0;0;1;0;0;BCOMU-C
7;43;154;103;1026;542;484;4;538;5;79;151;94;64;49;33;25;10;12;7;0;2;5;0;1;0;0;0;1;0;0;0;0;0;PSC-CP
7;43;154;104;1160;624;536;11;613;9;74;138;125;85;68;43;20;17;5;6;14;5;2;0;2;0;0;0;0;0;0;0;0;0;PSC-CP
7;43;154;105;847;563;284;5;558;3;125;132;88;77;44;29;19;11;5;11;5;3;0;1;0;0;4;0;0;0;1;0;0;0;PSC-CP
7;43;154;106;919;570;349;8;562;6;108;122;117;69;38;27;27;14;0;12;11;5;2;0;3;1;0;0;0;0;0;0;0;0;PSC-CP
7;43;154;107;935;598;337;1;597;12;104;119;125;71;59;33;28;11;4;11;6;4;1;2;3;0;3;0;1;0;0;0;0;0;BCOMU-C
7;43;154;108;979;633;346;8;625;12;100;122;102;92;61;52;34;16;7;7;8;2;5;2;1;0;0;1;0;0;0;0;0;1;PSC-CP
7;43;154;109;1225;702;523;13;689;10;92;200;116;73;58;47;29;23;9;13;4;3;2;0;1;3;2;0;0;1;0;0;3;0;PSC-CP
7;43;154;110;824;481;343;5;476;5;94;102;78;45;59;18;30;10;10;12;6;1;3;0;0;3;0;0;0;0;0;0;0;0;PSC-CP
7;43;154;111;752;535;217;6;529;12;154;83;120;58;54;11;14;6;3;4;1;4;2;1;0;2;0;0;0;0;0;0;0;0;TriasxBCN
7;43;155;112;1015;615;400;8;607;8;105;156;114;65;39;36;31;11;8;4;13;5;2;2;3;4;0;1;0;0;0;0;0;0;PSC-CP
7;43;155;113;882;520;362;5;515;4;85;132;103;55;24;20;35;13;4;12;14;4;0;2;1;1;0;1;2;0;1;1;1;0;PSC-CP
7;43;155;114;954;616;338;5;611;6;121;93;149;98;24;24;42;18;4;12;8;5;1;3;1;0;0;0;0;0;1;0;1;0;BCOMU-C
