Dte;Barri;AEB;SC;Electors;Votants;Abstencio;Nuls;Votsvalids;Blancs;TriasxBCN;PSC-CP;BCOMU-C;ERC-AM;PP;VOX;CUP-AMUNT;VALENTS;Cs;PACMA;BCNETSTU;EV-AV;EB;NOVAPRIMARIES;PC-LV;FNC;PCTC;AIREs-LaIzquierda;PH;PFiV;UNIDOSSI;SOMI;JES-UEP;PTDCERV;Partitmesvotat
2;8;43;107;1173;830;343;8;822;10;351;105;108;66;89;38;17;14;9;5;3;1;0;1;3;1;0;1;0;0;0;0;0;0;TriasxBCN
2;8;43;108;1130;783;347;3;780;7;285;134;108;55;103;51;12;7;6;4;3;0;1;0;0;1;0;3;0;0;0;0;0;0;TriasxBCN
2;8;43;109;1515;1048;467;12;1036;4;370;152;124;67;164;71;26;17;14;3;10;10;1;2;0;0;1;0;0;0;0;0;0;0;TriasxBCN
2;9;44;110;1235;779;456;6;773;6;247;113;115;85;78;60;20;16;8;3;7;4;2;0;1;2;3;0;0;0;3;0;0;0;TriasxBCN
2;9;44;111;1243;753;490;3;750;8;198;123;111;92;92;47;20;20;10;4;11;7;2;2;0;1;1;0;0;1;0;0;0;0;TriasxBCN
2;9;44;112;981;687;294;4;683;10;227;117;88;65;79;33;14;21;14;3;7;2;2;0;0;0;0;1;0;0;0;0;0;0;TriasxBCN
2;9;44;113;1541;1103;438;33;1070;5;363;196;158;101;124;23;39;19;11;7;12;4;3;0;2;1;1;0;0;1;0;0;0;0;TriasxBCN
2;9;44;114;1220;803;417;5;798;12;244;110;143;103;82;36;37;10;7;3;6;1;1;0;1;2;0;0;0;0;0;0;0;0;TriasxBCN
2;9;45;115;925;600;325;7;593;11;178;94;114;66;42;35;16;12;3;10;6;1;0;2;0;1;0;0;0;0;1;0;1;0;TriasxBCN
2;9;45;116;750;546;204;3;543;2;199;79;90;62;49;24;12;16;3;1;2;2;0;2;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;45;117;842;593;249;4;589;3;168;106;101;64;53;35;16;21;11;2;5;2;0;1;0;0;0;0;0;1;0;0;0;0;TriasxBCN
2;9;45;118;1018;710;308;10;700;6;216;99;150;53;80;37;29;8;8;2;2;0;1;6;0;2;0;1;0;0;0;0;0;0;TriasxBCN
2;9;45;119;948;665;283;4;661;9;224;107;126;70;59;20;23;6;3;5;4;1;0;2;1;0;0;0;0;0;1;0;0;0;TriasxBCN
2;9;45;120;860;518;342;6;512;5;149;112;109;39;37;22;12;12;7;3;3;0;1;0;0;0;0;0;0;1;0;0;0;0;TriasxBCN
2;9;45;121;884;590;294;6;584;8;169;81;112;75;61;32;14;18;2;7;4;0;0;0;1;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;45;122;784;514;270;4;510;3;183;78;74;51;51;17;12;20;6;1;8;1;2;2;1;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;45;123;776;503;273;1;502;7;118;102;104;62;49;18;9;9;6;6;5;1;1;3;0;1;0;0;1;0;0;0;0;0;TriasxBCN
2;9;46;124;828;566;262;1;565;5;199;82;104;72;44;24;10;11;4;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;46;125;1198;786;412;31;755;6;242;122;113;88;85;18;17;20;7;7;9;1;3;2;2;4;1;1;4;2;1;0;0;0;TriasxBCN
2;9;46;126;1061;733;328;3;730;8;197;129;111;102;96;40;13;15;7;4;5;1;1;0;0;0;1;0;0;0;0;0;0;0;TriasxBCN
2;9;46;127;771;478;293;4;474;8;114;98;75;61;51;25;22;3;4;1;11;0;0;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;46;128;855;490;365;3;487;4;113;102;90;65;43;25;12;16;1;7;6;1;0;0;1;0;0;0;0;1;0;0;0;0;TriasxBCN
2;9;46;129;1102;688;414;6;682;4;176;105;145;55;84;43;20;23;6;5;13;1;2;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;47;130;867;625;242;4;621;9;187;94;130;63;62;29;21;10;6;0;0;3;2;3;0;2;0;0;0;0;0;0;0;0;TriasxBCN
2;9;47;131;746;492;254;5;487;8;109;92;101;57;47;24;13;12;8;5;1;2;3;2;2;0;1;0;0;0;0;0;0;0;TriasxBCN
2;9;47;132;748;487;261;5;482;5;127;85;90;54;42;30;13;17;3;6;3;2;0;5;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;47;133;656;467;189;2;465;9;102;70;81;38;71;59;10;7;4;5;3;0;3;3;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;47;134;1050;656;394;5;651;7;150;117;141;83;61;34;20;13;7;1;10;0;3;0;0;3;0;0;0;1;0;0;0;0;TriasxBCN
2;9;47;135;1406;850;556;9;841;13;189;136;245;107;43;24;36;15;8;8;6;1;5;2;1;0;0;0;1;1;0;0;0;0;BCOMU-C
2;9;47;136;646;416;230;5;411;7;110;58;76;52;42;15;20;13;5;6;3;1;1;2;0;0;0;0;0;0;0;0;0;0;TriasxBCN
2;9;48;137;953;584;369;8;576;5;171;89;134;64;42;21;17;14;1;5;1;3;3;2;2;1;0;0;0;0;0;0;0;1;TriasxBCN
2;9;48;138;1354;909;445;8;901;12;295;136;157;96;78;32;40;23;9;7;5;1;4;3;0;2;0;1;0;0;0;0;0;0;TriasxBCN
2;9;48;139;1065;662;403;12;650;8;155;112;160;69;55;24;26;19;7;5;5;0;0;2;0;1;1;1;0;0;0;0;0;0;BCOMU-C
2;9;48;140;1328;894;434;9;885;9;251;130;207;109;54;35;32;16;5;13;14;3;2;0;1;0;1;0;1;1;0;0;0;1;TriasxBCN
2;9;48;141;815;521;294;7;514;1;144;92;100;68;48;25;17;6;2;4;2;1;1;0;0;0;1;1;0;1;0;0;0;0;TriasxBCN
2;9;49;142;1302;808;494;9;799;16;182;102;224;88;62;43;38;18;5;4;8;2;2;3;1;0;1;0;0;0;0;0;0;0;BCOMU-C
2;9;49;143;971;646;325;4;642;5;183;99;159;92;36;12;22;5;5;5;5;5;4;2;0;1;0;0;1;0;1;0;0;0;TriasxBCN
2;9;49;144;952;640;312;5;635;3;185;83;168;64;49;25;24;13;9;3;1;1;2;1;1;0;1;1;0;0;0;0;1;0;TriasxBCN
2;9;49;145;765;461;304;12;449;6;107;68;122;43;38;16;21;10;5;3;2;3;2;3;0;0;0;0;0;0;0;0;0;0;BCOMU-C
2;9;50;146;808;475;333;10;465;5;117;74;130;47;37;13;16;14;3;2;4;1;1;0;0;0;0;0;0;1;0;0;0;0;BCOMU-C
2;9;50;147;1446;929;517;13;916;7;247;123;262;115;47;32;33;22;5;12;2;3;1;1;0;2;1;0;0;0;0;1;0;0;BCOMU-C
2;9;50;148;1060;704;356;13;691;8;164;121;195;80;38;19;28;12;8;3;9;1;0;2;1;0;1;0;1;0;0;0;0;0;BCOMU-C
2;9;50;149;1173;747;426;11;736;5;179;155;185;56;49;32;37;8;8;5;7;3;0;2;2;2;1;0;0;0;0;0;0;0;BCOMU-C
2;10;51;150;956;535;421;4;531;5;92;76;167;59;38;38;33;10;4;2;1;0;1;2;1;1;0;0;1;0;0;0;0;0;BCOMU-C
2;10;51;151;963;594;369;4;590;5;160;98;134;75;33;23;28;3;5;10;9;2;1;1;0;1;1;0;0;1;0;0;0;0;TriasxBCN
2;10;51;152;893;615;278;4;611;5;184;92;146;54;57;27;20;10;3;1;4;1;3;3;0;1;0;0;0;0;0;0;0;0;TriasxBCN
2;10;51;153;975;642;333;8;634;5;179;122;120;79;53;19;20;10;6;7;7;1;1;4;0;0;0;0;1;0;0;0;0;0;TriasxBCN
2;10;51;154;620;377;243;6;371;5;75;68;101;35;32;15;14;1;11;0;5;2;2;0;1;0;1;0;0;0;2;1;0;0;BCOMU-C
2;10;51;155;1291;804;487;6;798;12;198;132;201;119;37;20;25;10;9;14;12;1;0;3;1;0;1;1;0;0;0;0;0;2;BCOMU-C
2;10;51;156;962;637;325;5;632;2;176;118;129;82;44;29;14;11;9;3;5;3;2;2;0;1;1;0;0;0;1;0;0;0;TriasxBCN
2;10;51;157;823;556;267;9;547;2;147;85;133;71;40;24;14;5;5;9;3;0;3;1;0;1;3;0;0;0;1;0;0;0;TriasxBCN
2;10;52;158;1107;755;352;4;751;8;216;116;159;104;51;27;34;17;5;5;5;0;0;2;1;0;0;0;0;0;1;0;0;0;TriasxBCN
2;10;52;159;1263;840;423;6;834;10;240;142;190;92;55;33;27;12;10;4;9;0;3;1;2;0;1;0;1;0;2;0;0;0;TriasxBCN
2;10;52;160;1344;884;460;13;871;5;241;122;242;91;55;36;35;10;10;3;11;1;4;4;0;1;0;0;0;0;0;0;0;0;BCOMU-C
2;10;52;161;751;490;261;5;485;6;122;75;137;44;27;20;24;11;3;3;6;0;0;5;2;0;0;0;0;0;0;0;0;0;BCOMU-C
2;10;52;162;933;571;362;2;569;4;158;95;147;48;33;22;21;9;10;4;5;1;2;7;1;0;0;0;0;1;0;0;1;0;TriasxBCN
2;10;53;163;1195;778;417;4;774;8;229;121;192;71;51;32;26;15;5;5;10;0;2;3;0;1;2;1;0;0;0;0;0;0;TriasxBCN
2;10;53;164;896;562;334;8;554;18;144;83;166;60;24;15;17;5;6;6;7;2;0;0;0;1;0;0;0;0;0;0;0;0;BCOMU-C
2;10;53;165;1084;682;402;11;671;9;176;110;163;98;43;16;28;11;2;7;4;0;2;0;0;0;0;1;0;1;0;0;0;0;TriasxBCN
2;10;54;166;1340;822;518;6;816;6;198;157;246;65;55;26;31;8;5;4;4;2;4;2;0;1;1;0;0;1;0;0;0;0;BCOMU-C
2;10;54;167;1482;998;484;6;992;9;276;170;234;110;60;40;43;17;6;9;9;4;1;1;1;0;1;0;0;0;0;0;0;1;TriasxBCN
2;10;54;168;1447;910;537;10;900;10;209;141;241;113;48;31;44;19;6;16;9;4;1;2;1;2;1;0;0;0;0;0;0;2;BCOMU-C
2;10;55;169;1028;650;378;8;642;13;138;88;213;69;23;26;35;8;4;5;8;2;3;1;0;2;0;0;0;0;0;3;1;0;BCOMU-C
2;10;55;170;1049;662;387;9;653;3;144;119;157;100;37;21;37;2;7;8;4;2;6;4;1;0;1;0;0;0;0;0;0;0;BCOMU-C
2;10;55;171;999;605;394;5;600;4;136;113;170;71;42;19;17;8;3;7;4;0;3;1;0;1;1;0;0;0;0;0;0;0;BCOMU-C
2;10;55;172;980;585;395;0;585;2;115;96;186;73;28;19;31;8;2;3;10;3;3;0;1;1;2;0;0;0;0;0;2;0;BCOMU-C
2;10;55;173;1026;626;400;9;617;5;149;102;159;89;34;15;22;4;9;7;14;0;0;1;2;4;0;1;0;0;0;0;0;0;BCOMU-C
3;11;56;1;1120;606;514;3;603;6;131;126;141;76;47;20;20;4;8;14;5;0;0;1;0;2;0;0;2;0;0;0;0;0;BCOMU-C
3;11;56;2;1227;694;533;5;689;5;109;140;190;97;33;26;41;12;6;8;12;6;2;0;0;0;1;0;0;0;0;0;1;0;BCOMU-C
3;11;56;3;965;499;466;9;490;0;97;100;154;64;20;13;14;7;1;5;11;0;0;0;0;1;0;0;3;0;0;0;0;0;BCOMU-C
3;11;56;4;1003;650;353;7;643;7;113;108;158;102;57;36;25;10;4;8;7;3;0;2;1;0;1;0;0;0;0;1;0;0;BCOMU-C
3;11;56;5;762;439;323;3;436;4;96;85;120;60;24;15;18;1;1;3;1;3;1;0;2;1;0;0;0;0;0;0;1;0;BCOMU-C
3;11;56;6;826;458;368;6;452;3;73;66;149;54;28;18;25;3;4;15;5;5;1;0;1;0;0;1;1;0;0;0;0;0;BCOMU-C
3;11;56;7;1014;544;470;2;542;1;102;86;152;69;64;21;21;8;6;1;3;4;0;0;0;0;1;0;0;0;2;1;0;0;BCOMU-C
3;11;56;8;711;377;334;2;375;5;55;80;97;67;16;23;14;6;2;4;2;2;1;0;0;0;0;0;0;0;1;0;0;0;BCOMU-C
3;11;56;9;784;447;337;6;441;0;100;78;115;66;26;23;14;6;2;3;2;1;3;1;1;0;0;0;0;0;0;0;0;0;BCOMU-C
3;11;57;10;986;512;474;8;504;4;92;101;132;65;23;22;27;7;3;6;8;3;2;2;3;1;1;0;0;1;1;0;0;0;BCOMU-C
3;11;57;11;895;447;448;4;443;5;53;80;152;70;14;19;19;7;6;5;3;2;1;1;0;2;0;0;0;0;3;0;1;0;BCOMU-C
3;11;57;12;1157;585;572;13;572;8;88;105;181;76;39;22;22;7;4;8;3;4;0;0;1;2;0;1;1;0;0;0;0;0;BCOMU-C
3;11;57;13;937;513;424;1;512;9;66;82;197;51;22;22;31;12;1;9;2;2;3;0;0;1;1;0;0;0;0;0;1;0;BCOMU-C
3;11;57;14;956;479;477;3;476;6;73;96;147;53;20;22;31;5;5;3;5;3;0;1;1;0;1;0;0;1;1;1;1;0;BCOMU-C
3;11;57;15;1618;885;733;4;881;12;105;155;274;152;48;29;45;17;5;11;11;3;4;1;1;2;1;1;2;0;0;0;2;0;BCOMU-C
3;11;57;16;655;347;308;1;346;0;64;76;90;47;20;8;7;18;3;3;4;0;2;0;0;0;1;1;0;0;2;0;0;0;BCOMU-C
3;11;57;17;812;429;383;5;424;6;57;86;137;44;28;18;24;5;3;3;5;3;1;0;1;0;0;0;2;0;0;0;1;0;BCOMU-C
3;11;58;18;1002;553;449;3;550;3;103;124;137;65;37;17;24;24;2;5;2;1;1;1;2;0;1;0;0;0;1;0;0;0;BCOMU-C
3;11;58;19;829;411;418;5;406;2;58;107;108;42;22;20;21;14;2;3;3;1;0;0;1;1;0;0;0;1;0;0;0;0;BCOMU-C
3;11;58;20;816;482;334;3;479;4;92;134;96;52;39;24;12;10;5;2;6;1;1;0;1;0;0;0;0;0;0;0;0;0;PSC-CP
3;11;58;21;748;436;312;3;433;2;82;107;92;43;43;24;14;5;3;2;6;2;3;0;0;1;0;1;0;0;2;1;0;0;PSC-CP
3;11;58;22;903;485;418;6;479;6;80;92;128;50;35;27;27;14;7;0;7;1;0;0;3;1;1;0;0;0;0;0;0;0;BCOMU-C
3;11;59;23;1075;550;525;3;547;2;62;103;173;81;26;37;23;11;3;13;6;1;2;0;1;1;0;0;1;1;0;0;0;0;BCOMU-C
3;11;59;24;1177;641;536;5;636;5;109;101;235;74;24;21;24;7;12;7;5;4;1;0;2;0;0;2;2;0;0;1;0;0;BCOMU-C
3;12;60;25;1182;451;731;6;445;4;35;121;120;42;26;48;11;9;5;10;4;3;1;0;1;0;2;1;1;1;0;0;0;0;PSC-CP
3;13;61;26;758;444;314;1;443;3;18;178;70;36;63;34;6;12;8;8;1;1;1;0;2;0;0;0;0;1;0;0;0;1;PSC-CP
3;13;61;27;1339;742;597;0;742;6;85;204;125;83;89;79;11;23;11;8;6;6;2;0;1;0;2;0;1;0;0;0;0;0;PSC-CP
3;13;61;28;1665;1000;665;7;993;5;151;286;178;103;81;85;24;28;24;11;8;0;2;1;1;0;3;0;1;0;1;0;0;0;PSC-CP
3;13;61;29;974;510;464;1;509;3;58;177;95;49;36;33;13;16;4;9;4;2;1;1;3;0;1;1;0;0;0;0;3;0;PSC-CP
3;13;61;30;1119;638;481;3;635;3;59;178;124;71;65;59;21;15;14;10;9;2;0;0;1;0;2;0;0;0;1;0;1;0;PSC-CP
3;13;62;31;1778;918;860;4;914;9;84;282;161;119;96;70;15;31;17;10;7;3;1;1;2;0;1;0;0;1;2;0;2;0;PSC-CP
3;13;62;32;1134;498;636;4;494;6;43;121;85;66;49;58;5;26;8;12;12;1;0;0;0;0;1;0;0;0;0;1;0;0;PSC-CP
3;13;62;33;866;391;475;5;386;10;31;117;69;38;29;49;8;7;9;8;3;1;3;3;1;0;0;0;0;0;0;0;0;0;PSC-CP
3;13;62;34;1082;579;503;5;574;5;76;184;97;67;38;43;7;19;5;11;9;6;1;1;0;0;1;0;1;0;2;0;1;0;PSC-CP
3;13;62;211;1116;670;446;9;661;6;70;200;131;91;54;38;21;10;11;16;2;5;0;1;0;0;2;0;2;1;0;0;0;0;PSC-CP
3;13;63;35;1711;982;729;6;976;12;104;308;189;82;100;83;23;26;18;12;9;1;2;3;0;0;3;0;1;0;0;0;0;0;PSC-CP
3;13;63;36;1718;1036;682;9;1027;10;188;220;171;128;110;72;33;34;19;15;16;2;1;0;1;0;4;0;0;0;0;1;1;1;PSC-CP
3;13;63;37;792;495;297;1;494;7;55;154;91;66;44;36;9;9;9;7;4;2;1;0;0;0;0;0;0;0;0;0;0;0;PSC-CP
3;13;63;212;1636;753;883;7;746;4;77;232;148;71;82;53;15;23;14;10;10;0;0;0;2;0;1;0;0;1;0;2;0;1;PSC-CP
3;13;63;213;1491;703;788;7;696;9;66;224;116;75;72;57;13;21;17;6;12;1;0;0;2;0;3;0;0;0;0;2;0;0;PSC-CP
3;13;64;38;706;283;423;1;282;4;19;75;80;30;18;21;8;8;5;4;4;1;1;0;1;0;2;0;0;0;0;1;0;0;BCOMU-C
3;13;64;39;1550;693;857;5;688;5;53;208;127;66;54;88;13;16;16;16;13;3;1;0;1;1;2;0;0;1;3;1;0;0;PSC-CP
3;14;65;40;1144;695;449;5;690;7;103;166;126;87;76;42;32;13;10;10;8;0;1;2;1;2;1;2;0;0;0;0;1;0;PSC-CP
3;14;65;41;962;517;445;19;498;1;70;124;91;71;53;29;26;7;5;4;8;1;2;4;1;0;1;0;0;0;0;0;0;0;PSC-CP
3;14;65;42;927;536;391;4;532;9;97;102;131;66;34;32;25;11;9;4;4;1;0;3;2;1;1;0;0;0;0;0;0;0;BCOMU-C
3;14;65;43;1068;565;503;8;557;5;102;105;116;82;44;34;26;15;12;3;5;1;2;2;0;2;1;0;0;0;0;0;0;0;BCOMU-C
3;14;65;44;1211;677;534;8;669;3;136;138;150;61;62;49;23;16;6;4;9;5;1;0;2;1;1;1;0;0;0;1;0;0;BCOMU-C
3;14;65;45;725;454;271;4;450;6;70;95;120;51;37;19;20;8;4;7;6;3;0;3;0;1;0;0;0;0;0;0;0;0;BCOMU-C
3;14;65;46;1086;683;403;9;674;9;132;149;140;77;48;34;35;16;5;5;6;3;5;6;2;1;1;0;0;0;0;0;0;0;PSC-CP
3;15;66;47;1188;716;472;12;704;5;106;124;185;98;57;27;47;11;4;11;16;3;2;7;0;0;1;0;0;0;0;0;0;0;BCOMU-C
3;15;66;48;951;637;314;9;628;2;139;110;119;105;53;26;28;3;13;15;6;4;2;1;2;0;0;0;0;0;0;0;0;0;TriasxBCN
3;15;66;49;1095;681;414;5;676;12;129;102;177;104;43;31;37;6;7;13;7;0;2;2;2;1;0;0;0;0;0;0;0;1;BCOMU-C
3;15;66;50;1094;673;421;9;664;7;135;106;160;107;28;42;33;15;8;5;6;3;3;2;0;1;2;0;0;1;0;0;0;0;BCOMU-C
3;15;67;51;1118;588;530;5;583;12;128;84;144;78;31;25;34;16;10;6;5;4;2;3;0;1;0;0;0;0;0;0;0;0;BCOMU-C
3;15;67;52;834;462;372;7;455;3;109;70;132;49;22;14;25;7;4;3;8;1;3;1;0;0;1;1;1;1;0;0;0;0;BCOMU-C
3;15;67;53;1296;743;553;9;734;8;141;109;215;107;39;26;42;14;6;14;5;2;2;1;1;0;1;0;0;1;0;0;0;0;BCOMU-C
3;15;67;54;1163;719;444;4;715;6;167;135;156;88;53;40;25;15;10;9;4;2;0;2;0;0;2;0;0;0;1;0;0;0;TriasxBCN
3;15;67;55;1081;639;442;10;629;8;103;140;143;99;48;29;25;8;9;8;7;0;1;0;0;0;1;0;0;0;0;0;0;0;BCOMU-C
3;15;67;56;603;354;249;1;353;2;79;79;60;43;40;13;6;9;5;3;4;6;0;3;0;0;0;0;1;0;0;0;0;0;TriasxBCN
3;16;68;57;1123;667;456;9;658;9;110;161;142;95;46;22;33;14;9;7;2;1;3;2;0;0;1;0;1;0;0;0;0;0;PSC-CP
3;16;68;58;1309;821;488;3;818;18;168;182;158;115;50;42;40;21;3;5;3;2;5;3;1;0;1;0;0;1;0;0;0;0;PSC-CP
3;16;68;59;843;541;302;9;532;5;110;131;89;66;45;36;15;9;7;6;2;1;2;2;0;2;1;0;1;0;1;0;1;0;PSC-CP
3;16;68;60;1053;644;409;4;640;11;124;118;123;119;35;22;50;7;5;5;8;5;5;2;0;0;0;0;0;0;0;0;0;1;TriasxBCN
3;16;68;61;790;457;333;3;454;5;107;67;111;67;21;11;30;8;5;6;6;3;0;0;1;3;1;2;0;0;0;0;0;0;BCOMU-C
3;16;69;62;1145;731;414;5;726;9;151;94;197;117;22;22;72;11;4;7;1;4;2;6;1;2;3;0;0;1;0;0;0;0;BCOMU-C
3;16;69;63;1268;785;483;10;775;7;122;116;284;89;38;27;41;18;6;11;4;2;2;0;4;2;2;0;0;0;0;0;0;0;BCOMU-C
3;16;69;64;928;522;406;5;517;0;107;107;78;88;52;28;21;23;1;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
3;16;69;65;1073;635;438;9;626;6;109;155;94;113;53;34;15;11;12;10;3;2;1;3;2;0;3;0;0;0;0;0;0;0;PSC-CP
3;16;69;66;1679;991;688;7;984;6;147;263;191;133;100;62;30;22;9;9;2;0;2;2;2;0;0;1;2;0;0;1;0;0;PSC-CP
3;16;69;67;1245;758;487;12;746;15;145;141;144;113;67;34;50;10;6;8;6;1;2;0;1;2;1;0;0;0;0;0;0;0;TriasxBCN
3;16;69;68;839;455;384;7;448;6;69;117;87;63;44;22;14;6;2;8;1;1;3;1;1;2;0;0;0;0;1;0;0;0;PSC-CP
3;16;69;69;879;536;343;5;531;8;78;133;106;73;44;32;26;9;6;3;8;0;0;0;2;1;1;0;0;0;1;0;0;0;PSC-CP
3;17;70;70;899;494;405;5;489;7;98;111;90;67;39;25;20;11;3;12;2;2;0;1;0;0;1;0;0;0;0;0;0;0;PSC-CP
3;17;70;71;909;485;424;3;482;4;55;107;141;64;35;19;19;11;9;7;2;2;1;3;0;2;1;0;0;0;0;0;0;0;BCOMU-C
3;17;70;72;951;550;401;4;546;4;82;110;123;81;49;33;22;5;9;2;9;8;1;2;2;3;0;1;0;0;0;0;0;0;BCOMU-C
3;17;70;73;1146;689;457;7;682;5;136;127;147;98;60;29;32;12;9;10;7;2;1;2;1;3;0;0;1;0;0;0;0;0;BCOMU-C
3;17;70;74;1244;681;563;8;673;6;109;120;144;99;60;38;41;21;9;7;8;3;2;2;2;2;0;0;0;0;0;0;0;0;BCOMU-C
3;17;70;75;1173;650;523;5;645;4;99;148;118;109;61;36;27;10;7;8;11;2;0;1;2;0;0;0;0;0;1;0;1;0;PSC-CP
3;17;70;76;752;423;329;4;419;5;65;103;62;59;53;26;17;9;1;4;6;3;3;0;1;1;1;0;0;0;0;0;0;0;PSC-CP
3;17;70;77;959;543;416;3;540;6;90;138;102;83;43;30;19;4;7;3;7;4;3;0;0;1;0;0;0;0;0;0;0;0;PSC-CP
3;17;70;78;1091;611;480;4;607;6;122;126;114;79;40;19;48;12;16;7;5;2;1;1;2;5;1;1;0;0;0;0;0;0;PSC-CP
3;17;70;79;1111;616;495;3;613;7;111;142;138;80;45;22;33;6;2;8;6;2;3;1;1;2;1;3;0;0;0;0;0;0;PSC-CP
3;17;70;80;1084;606;478;5;601;3;87;177;83;85;53;44;28;14;9;6;8;2;1;0;0;1;0;0;0;0;0;0;0;0;PSC-CP
3;17;71;81;1311;715;596;5;710;5;163;160;117;88;65;41;18;14;8;8;8;1;2;8;1;0;0;0;0;1;1;0;1;0;TriasxBCN
3;17;71;82;1322;803;519;5;798;4;179;151;133;102;100;40;34;22;6;10;6;3;1;1;0;0;2;0;1;0;0;1;1;1;TriasxBCN
3;17;71;83;995;610;385;3;607;2;115;117;119;85;71;24;30;10;8;8;3;6;1;1;1;0;2;1;0;0;0;3;0;0;BCOMU-C
3;17;71;84;1072;715;357;4;711;5;172;122;131;84;79;44;31;7;14;3;6;3;1;0;2;5;1;0;0;0;0;0;1;0;TriasxBCN
3;17;71;85;912;575;337;5;570;3;132;133;100;72;46;28;20;10;10;4;4;1;1;1;2;2;1;0;0;0;0;0;0;0;PSC-CP
3;18;72;86;986;677;309;4;673;8;191;138;100;83;61;24;27;14;8;5;3;1;1;5;0;1;2;1;0;0;0;0;0;0;TriasxBCN
3;18;72;87;1083;720;363;2;718;8;180;118;120;100;76;30;29;20;3;4;12;4;5;8;0;0;1;0;0;0;0;0;0;0;TriasxBCN
3;18;72;88;998;633;365;4;629;3;153;109;137;78;48;18;38;14;2;5;16;3;3;0;0;0;1;1;0;0;0;0;0;0;TriasxBCN
3;18;72;89;956;648;308;9;639;7;138;121;147;60;44;21;47;17;5;11;9;2;4;2;0;1;0;0;3;0;0;0;0;0;BCOMU-C
3;18;72;90;778;525;253;4;521;5;137;74;96;71;42;29;29;17;3;7;3;1;3;2;0;0;0;0;2;0;0;0;0;0;TriasxBCN
3;18;72;91;1041;644;397;13;631;6;128;97;153;96;46;14;47;15;6;2;5;2;4;8;1;0;0;0;0;0;1;0;0;0;BCOMU-C
3;18;72;92;841;499;342;8;491;9;110;70;120;76;30;22;24;6;8;5;6;2;1;0;1;0;1;0;0;0;0;0;0;0;BCOMU-C
3;18;72;93;1155;732;423;8;724;11;176;147;119;112;46;18;32;18;4;17;8;0;2;5;2;2;3;1;0;1;0;0;0;0;TriasxBCN
3;18;72;94;897;537;360;3;534;4;139;86;126;75;41;15;23;5;2;3;2;2;1;4;0;2;0;0;0;0;0;1;2;1;TriasxBCN
3;18;73;95;1131;704;427;15;689;12;135;135;155;99;36;34;36;14;10;7;4;3;5;1;3;0;0;0;0;0;0;0;0;0;BCOMU-C
3;18;73;96;1057;603;454;7;596;5;135;117;169;66;19;20;31;7;7;5;4;1;0;4;0;2;2;0;1;0;0;1;0;0;BCOMU-C
3;18;73;97;952;486;466;3;483;3;73;97;140;54;21;24;43;8;7;5;2;1;1;0;1;0;0;2;0;0;0;0;1;0;BCOMU-C
3;18;73;98;932;518;414;9;509;4;83;77;147;83;30;17;42;10;3;3;1;1;4;0;1;0;1;1;1;0;0;0;0;0;BCOMU-C
3;18;73;99;693;434;259;4;430;0;75;69;123;73;15;11;35;4;2;9;3;2;4;2;1;2;0;0;0;0;0;0;0;0;BCOMU-C
3;18;73;100;846;552;294;9;543;4;116;73;163;86;21;10;44;8;2;3;1;0;3;4;1;0;2;0;2;0;0;0;0;0;BCOMU-C
3;18;74;101;1741;666;1075;15;651;12;117;103;175;85;30;34;65;7;3;9;3;2;0;1;1;0;0;1;1;0;2;0;0;0;BCOMU-C
3;18;74;102;896;572;324;10;562;6;105;82;133;97;26;23;52;15;3;2;5;1;5;1;3;1;1;1;0;0;0;0;0;0;BCOMU-C
3;18;74;103;880;516;364;8;508;5;88;99;116;93;34;25;23;8;0;3;4;1;3;3;2;0;1;0;0;0;0;0;0;0;BCOMU-C
3;18;74;104;957;548;409;10;538;4;113;76;158;65;31;14;42;9;2;4;8;2;2;3;0;3;0;0;2;0;0;0;0;0;BCOMU-C
3;18;75;105;773;489;284;5;484;6;107;49;132;87;21;13;33;13;6;9;1;3;0;2;1;0;0;0;0;0;1;0;0;0;BCOMU-C
3;18;75;106;845;516;329;2;514;8;90;60;162;86;15;23;41;7;3;5;8;2;0;3;0;0;0;0;0;0;1;0;0;0;BCOMU-C
3;18;76;107;1104;702;402;13;689;4;147;101;154;93;62;27;51;12;9;9;9;1;5;2;1;0;0;0;2;0;0;0;0;0;BCOMU-C
3;18;76;108;1056;680;376;9;671;6;168;102;161;122;22;18;40;13;3;1;2;4;2;4;0;0;2;0;0;0;1;0;0;0;TriasxBCN
3;18;76;109;1078;692;386;7;685;5;153;98;169;122;27;14;68;2;1;5;10;0;1;4;2;4;0;0;0;0;0;0;0;0;BCOMU-C
3;18;76;110;1012;614;398;4;610;2;138;97;158;76;37;15;40;14;7;7;2;2;2;3;1;5;2;0;2;0;0;0;0;0;BCOMU-C
